Product,Type,Release Date,Process Size (nm),TDP (W),DieSizeValue,Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor
AMD Radeon Pro WX 7130 Mobile,GPU,2017-03-01,14.0,130.0,232.0,232,5700.0,1188.0,GlobalFoundries,AMD
AMD Radeon Pro WX 8100,GPU,2017-12-03,14.0,230.0,495.0,495,12500.0,1200.0,GlobalFoundries,AMD
AMD Radeon Pro WX 9100,GPU,2017-07-10,14.0,230.0,495.0,495,12500.0,1200.0,GlobalFoundries,AMD
AMD Radeon R5 Graphics,GPU,2017-09-05,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon RX 460 1024SP,GPU,2017-01-17,14.0,75.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 540 Mobile,GPU,2017-11-11,14.0,50.0,103.0,103,2200.0,1046.0,GlobalFoundries,AMD
AMD Radeon RX 550,GPU,2017-04-20,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon RX 550 512SP,GPU,2017-10-13,14.0,50.0,123.0,123,3000.0,1019.0,GlobalFoundries,AMD
AMD Radeon RX 550 640SP,GPU,2017-10-13,14.0,60.0,123.0,123,3000.0,1019.0,GlobalFoundries,AMD
AMD Radeon RX 550 Mobile,GPU,2017-07-02,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon RX 560,GPU,2017-04-18,14.0,75.0,123.0,123,3000.0,1175.0,GlobalFoundries,AMD
AMD Radeon RX 560 896SP,GPU,2017-07-04,14.0,45.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 560D,GPU,2017-07-04,14.0,65.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 570,GPU,2017-04-18,14.0,150.0,232.0,232,5700.0,1168.0,GlobalFoundries,AMD
AMD Radeon RX 570 Mobile,GPU,2017-12-10,14.0,85.0,232.0,232,5700.0,926.0,GlobalFoundries,AMD
AMD Radeon RX 580,GPU,2017-04-18,14.0,185.0,232.0,232,5700.0,1257.0,GlobalFoundries,AMD
AMD Radeon RX 580 Mobile,GPU,2017-04-18,14.0,100.0,232.0,232,5700.0,1000.0,GlobalFoundries,AMD
AMD Radeon RX Vega 10 Mobile,GPU,2017-10-26,14.0,10.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon RX Vega 56,GPU,2017-08-14,14.0,210.0,495.0,495,12500.0,1156.0,GlobalFoundries,AMD
AMD Radeon RX Vega 64,GPU,2017-08-07,14.0,295.0,495.0,495,12500.0,1247.0,GlobalFoundries,AMD
AMD Radeon RX Vega 64 Limited Edition,GPU,2017-08-07,14.0,295.0,495.0,495,12500.0,1247.0,GlobalFoundries,AMD
AMD Radeon RX Vega 64 Liquid Cooling,GPU,2017-08-07,14.0,345.0,495.0,495,12500.0,1406.0,GlobalFoundries,AMD
AMD Radeon Vega 8 Mobile,GPU,2017-10-26,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega Frontier Edition,GPU,2017-06-27,14.0,300.0,495.0,495,12500.0,1382.0,GlobalFoundries,AMD
AMD Radeon Vega Frontier Edition Watercooled,GPU,2017-07-13,14.0,375.0,495.0,495,12500.0,1382.0,GlobalFoundries,AMD
NVIDIA GeForce GT 1030,GPU,2017-05-17,14.0,30.0,74.0,74,1800.0,1228.0,Samsung,NVIDIA
NVIDIA GeForce GT 720 OEM,GPU,2017-10-29,28.0,50.0,118.0,118,1270.0,993.0,TSMC,NVIDIA
NVIDIA GeForce MX110,GPU,2017-11-17,28.0,30.0,77.0,77,1020.0,978.0,TSMC,NVIDIA
NVIDIA GeForce MX130,GPU,2017-11-17,28.0,30.0,77.0,77,1020.0,1109.0,TSMC,NVIDIA
NVIDIA GeForce MX150,GPU,2017-05-17,14.0,10.0,74.0,74,1800.0,937.0,Samsung,NVIDIA
NVIDIA GeForce MX150,GPU,2017-05-17,14.0,25.0,74.0,74,1800.0,1469.0,Samsung,NVIDIA
NVIDIA Quadro M1200 Mobile,GPU,2017-01-11,28.0,45.0,148.0,148,1870.0,991.0,TSMC,NVIDIA
NVIDIA Quadro M520 Mobile,GPU,2017-01-11,28.0,25.0,77.0,77,1020.0,965.0,TSMC,NVIDIA
NVIDIA Quadro M620 Mobile,GPU,2017-01-11,28.0,30.0,148.0,148,1870.0,756.0,TSMC,NVIDIA
NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,132,3300.0,1266.0,Samsung,NVIDIA
NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,132,3300.0,1354.0,Samsung,NVIDIA
NVIDIA Quadro P1000 Mobile,GPU,2017-02-07,14.0,40.0,132.0,132,3300.0,1493.0,Samsung,NVIDIA
NVIDIA Quadro P2000 Mobile,GPU,2017-02-06,14.0,50.0,132.0,132,3300.0,1557.0,Samsung,NVIDIA
NVIDIA Quadro P400,GPU,2017-02-07,14.0,30.0,132.0,132,3300.0,1228.0,Samsung,NVIDIA
NVIDIA Quadro P600,GPU,2017-02-07,14.0,40.0,132.0,132,3300.0,1329.0,Samsung,NVIDIA
NVIDIA Quadro P600 Mobile,GPU,2017-02-07,14.0,25.0,132.0,132,3300.0,1430.0,Samsung,NVIDIA
AMD Radeon 540X Mobile,GPU,2018-09-05,14.0,50.0,103.0,103,2200.0,980.0,GlobalFoundries,AMD
AMD Radeon 550X 640SP,GPU,2018-04-11,14.0,50.0,103.0,103,2200.0,1019.0,GlobalFoundries,AMD
AMD Radeon 550X Mobile,GPU,2018-04-11,14.0,50.0,103.0,103,2200.0,1082.0,GlobalFoundries,AMD
AMD Radeon Instinct MI50,GPU,2018-11-18,7.0,300.0,331.0,331,13230.0,1200.0,TSMC,AMD
AMD Radeon Instinct MI60,GPU,2018-11-18,7.0,300.0,331.0,331,13230.0,1200.0,TSMC,AMD
AMD Radeon Pro 555X,GPU,2018-07-16,14.0,75.0,123.0,123,3000.0,907.0,GlobalFoundries,AMD
AMD Radeon Pro 560X,GPU,2018-07-16,14.0,75.0,123.0,123,3000.0,1004.0,GlobalFoundries,AMD
AMD Radeon Pro V340 16 GB,GPU,2018-08-26,14.0,230.0,495.0,495,12500.0,852.0,GlobalFoundries,AMD
AMD Radeon Pro V340 8 GB,GPU,2018-08-26,14.0,230.0,495.0,495,12500.0,852.0,GlobalFoundries,AMD
AMD Radeon Pro WX 8200,GPU,2018-08-13,14.0,230.0,495.0,495,12500.0,1200.0,GlobalFoundries,AMD
AMD Radeon Pro WX Vega M GL,GPU,2018-04-24,14.0,65.0,208.0,208,5000.0,931.0,GlobalFoundries,AMD
AMD Radeon RX 540X Mobile,GPU,2018-04-11,14.0,50.0,103.0,103,2200.0,1124.0,GlobalFoundries,AMD
AMD Radeon RX 550X,GPU,2018-12-16,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon RX 550X 640SP,GPU,2018-04-11,14.0,60.0,123.0,123,3000.0,1019.0,GlobalFoundries,AMD
AMD Radeon RX 550X Mobile,GPU,2018-04-11,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon RX 560DX,GPU,2018-04-11,14.0,65.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 560X,GPU,2018-04-11,14.0,75.0,123.0,123,3000.0,1175.0,GlobalFoundries,AMD
AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,123,3000.0,1275.0,GlobalFoundries,AMD
AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,123,3000.0,1275.0,GlobalFoundries,AMD
AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,123,3000.0,1175.0,GlobalFoundries,AMD
AMD Radeon RX 570X,GPU,2018-04-11,14.0,150.0,232.0,232,5700.0,1168.0,GlobalFoundries,AMD
AMD Radeon RX 580 2048SP,GPU,2018-10-15,14.0,150.0,232.0,232,5700.0,1168.0,GlobalFoundries,AMD
AMD Radeon RX 580G,GPU,2018-10-15,14.0,185.0,232.0,232,5700.0,1257.0,GlobalFoundries,AMD
AMD Radeon RX 580X,GPU,2018-04-11,14.0,185.0,232.0,232,5700.0,1257.0,GlobalFoundries,AMD
AMD Radeon RX 580X Mobile,GPU,2018-04-11,14.0,100.0,232.0,232,5700.0,1266.0,GlobalFoundries,AMD
AMD Radeon RX Vega 11,GPU,2018-05-10,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon RX Vega 11,GPU,2018-02-12,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon RX Vega 11 Embedded,GPU,2018-04-19,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon RX Vega 56 Mobile,GPU,2018-06-01,14.0,120.0,495.0,495,12500.0,1138.0,GlobalFoundries,AMD
AMD Radeon RX Vega M GH,GPU,2018-02-01,14.0,100.0,208.0,208,5000.0,1063.0,GlobalFoundries,AMD
AMD Radeon RX Vega M GL,GPU,2018-02-01,14.0,65.0,208.0,208,5000.0,931.0,GlobalFoundries,AMD
AMD Radeon Vega 11 Embedded,GPU,2018-02-13,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 3 Embedded,GPU,2018-09-06,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 3 Embedded,GPU,2018-02-13,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 3 Embedded,GPU,2018-07-16,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 3 Mobile,GPU,2018-01-08,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 6 Embedded,GPU,2018-05-10,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 6 Mobile,GPU,2018-01-08,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 8,GPU,2018-02-12,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 8 Embedded,GPU,2018-04-19,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega 8 Embedded,GPU,2018-02-13,14.0,15.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
NVIDIA GeForce GT 1030 DDR4,GPU,2018-03-12,14.0,20.0,74.0,74,1800.0,1152.0,Samsung,NVIDIA
NVIDIA GeForce GT 1030 GK107,GPU,2018-09-30,28.0,65.0,118.0,118,1270.0,1058.0,TSMC,NVIDIA
NVIDIA GeForce GTX 1050 3 GB,GPU,2018-05-21,14.0,75.0,132.0,132,3300.0,1392.0,Samsung,NVIDIA
NVIDIA GeForce GTX 1050 Max-Q,GPU,2018-01-03,14.0,75.0,132.0,132,3300.0,1000.0,Samsung,NVIDIA
NVIDIA Quadro P500 Mobile,GPU,2018-01-05,14.0,18.0,74.0,74,1800.0,1455.0,Samsung,NVIDIA
NVIDIA Quadro P620,GPU,2018-02-01,14.0,40.0,132.0,132,3300.0,1266.0,Samsung,NVIDIA
NVIDIA Quadro P620 Mobile,GPU,2018-02-01,14.0,40.0,132.0,132,3300.0,1177.0,Samsung,NVIDIA
NVIDIA V100 SXM,GPU,2017-06-01,14.0,300.0,815.0,815,21100.0,1245.0,TSMC,NVIDIA
NVIDIA P100 SXM,GPU,2016-06-01,14.0,300.0,610.0,610,15300.0,1190.0,TSMC,NVIDIA
AMD Radeon 540 Mobile,GPU,2019-03-26,14.0,50.0,103.0,103,2200.0,1046.0,GlobalFoundries,AMD
AMD Radeon 540X Mobile,GPU,2019-02-11,14.0,50.0,103.0,103,2200.0,980.0,GlobalFoundries,AMD
AMD Radeon 550X,GPU,2019-03-27,14.0,50.0,103.0,103,2200.0,1082.0,GlobalFoundries,AMD
AMD Radeon 610 Mobile,GPU,2019-05-23,28.0,50.0,56.0,56,690.0,1030.0,TSMC,AMD
AMD Radeon 620 Mobile,GPU,2019-05-13,28.0,50.0,125.0,125,1550.0,920.0,TSMC,AMD
AMD Radeon 625 Mobile,GPU,2019-05-13,28.0,50.0,125.0,125,1550.0,730.0,TSMC,AMD
AMD Radeon 625 OEM,GPU,2019-05-13,28.0,35.0,125.0,125,1550.0,1024.0,TSMC,AMD
AMD Radeon 630 Mobile,GPU,2019-05-13,14.0,50.0,103.0,103,2200.0,1082.0,GlobalFoundries,AMD
AMD Radeon E9390 PCIe,GPU,2019-10-15,14.0,75.0,232.0,232,5700.0,713.0,GlobalFoundries,AMD
AMD Radeon E9560 PCIe,GPU,2019-10-15,14.0,130.0,232.0,232,5700.0,1120.0,GlobalFoundries,AMD
AMD Radeon Pro 5300M,GPU,2019-11-13,7.0,85.0,158.0,158,6400.0,1000.0,TSMC,AMD
AMD Radeon Pro 5500M,GPU,2019-11-13,7.0,85.0,158.0,158,6400.0,1000.0,TSMC,AMD
AMD Radeon Pro 570X,GPU,2019-03-18,14.0,150.0,232.0,232,5700.0,1000.0,GlobalFoundries,AMD
AMD Radeon Pro 575X,GPU,2019-03-18,14.0,150.0,232.0,232,5700.0,1096.0,GlobalFoundries,AMD
AMD Radeon Pro 580X,GPU,2019-03-18,14.0,185.0,232.0,232,5700.0,1100.0,GlobalFoundries,AMD
AMD Radeon Pro Vega 64X,GPU,2019-03-19,14.0,250.0,495.0,495,12500.0,1250.0,GlobalFoundries,AMD
AMD Radeon Pro Vega II,GPU,2019-06-03,7.0,475.0,331.0,331,13230.0,1574.0,TSMC,AMD
AMD Radeon Pro Vega II Duo,GPU,2019-06-03,7.0,475.0,331.0,331,13230.0,1400.0,TSMC,AMD
AMD Radeon Pro W5300M,GPU,2019-11-13,7.0,85.0,158.0,158,6400.0,1000.0,TSMC,AMD
AMD Radeon Pro W5500X,GPU,2019-12-11,7.0,125.0,158.0,158,6400.0,1187.0,TSMC,AMD
AMD Radeon Pro W5700,GPU,2019-11-19,7.0,205.0,251.0,251,10300.0,1400.0,TSMC,AMD
AMD Radeon Pro W5700X,GPU,2019-12-11,7.0,205.0,251.0,251,10300.0,1243.0,TSMC,AMD
AMD Radeon Pro WX 3200,GPU,2019-07-02,14.0,65.0,103.0,103,2200.0,1295.0,GlobalFoundries,AMD
AMD Radeon Pro WX 3200 Mobile,GPU,2019-07-02,14.0,65.0,103.0,103,2200.0,1082.0,GlobalFoundries,AMD
AMD Radeon RX 5300 XT OEM,GPU,2019-10-07,7.0,100.0,158.0,158,6400.0,1670.0,TSMC,AMD
